"Cobertura;Area_2002_km2;Area_2024_km2";;;;;
"Vegetación densa;78,3;70,4187";;;;;
"Nubes;7,443;0,0";;;;;
"Laguna La Cocha;44,0379;51,2892";;;;;
"Suelo intervenido;26,0487;27,8829";;;;;
"Laguna La Cocha;44,0379;51,2892";;;;;
"Suelo intervenido;26,0487;27,8829";;;;;
"Vegetación densa;78,3;70,4187";;;;;
;;;;;
;;;;;
;;;;;
;;;;;
